Dates,KATE US Equity,KBH US Equity,KDP US Equity,KEY US Equity,KEYS US Equity,KHC UW Equity,KIM US Equity,KLAC UQ Equity,KLAC UW Equity,KMB US Equity,KMI US Equity,KMRTQ US Equity,KMX US Equity,KO US Equity,KR US Equity,KRB US Equity,KRFT UW Equity,KRI US Equity,KSE US Equity,KSS US Equity,KSU US Equity,L US Equity,LDG US Equity,LDOS US Equity,LDWIF US Equity,LEG US Equity,LEHMQ US Equity,LEN US Equity,LHX US Equity,LIN US Equity,LKQ UW Equity,LLTC UQ Equity,LLTC UW Equity,LLY US Equity,LM US Equity,LMT US Equity,LNC US Equity,LNT US Equity,LNT UW Equity,LO US Equity,LOW US Equity,LPX US Equity,LRCX UW Equity,LUMN US Equity,LUV US Equity,LVLT US Equity,LVS US Equity,LW US Equity,LXK US Equity,LYB US Equity,M US Equity,MA US Equity,MAA US Equity,MAC US Equity,MAR US Equity,MAR UW Equity,MAS US Equity,MAT US Equity,MAT UW Equity,MBI US Equity,MCD US Equity,MCHP UW Equity,MCK US Equity,MCO US Equity,MDLZ US Equity,MDLZ UW Equity,MDP US Equity,MDRIQ US Equity,MDT US Equity,MEE US Equity,MEL US Equity,MER US Equity,MET US Equity,META UW Equity,MFE US Equity,MGM US Equity,MHK US Equity,MHS US Equity,MIRKQ US Equity,MJN US Equity,MKC US Equity,MKG US Equity,MKTX UW Equity,MLM US Equity,MMM US Equity,MNKKQ US Equity,MNST UW Equity,MO US Equity,MOLX UQ Equity,MOLX UW Equity,MOS US Equity,MPC US Equity,MRK US Equity,MRO US Equity,MRSH US Equity,MS US Equity,MSCI US Equity,MSFT UQ Equity,MSFT UW Equity,MSI US Equity,MTB US Equity,MTD US Equity,MTG US Equity,MTLQQ US Equity,MTW US Equity,MU US Equity,MU UW Equity,MUR US Equity,MWI US Equity,MWV US Equity,MWW US Equity,MWW UQ Equity,MWW UW Equity,MXIM UQ Equity,MXIM UW Equity,MYL US Equity,MYL UW Equity,MZIAQ US Equity,NAV US Equity,NAVI UW Equity,NBL US Equity,NBR US Equity,NBR UA Equity,NC US Equity,NCC US Equity,NCE US Equity,NCLH US Equity,NDAQ UW Equity,NEBLQ US Equity,NEE US Equity,NEM US Equity,NFB US Equity,NFLX UW Equity,NFX US Equity,NGH US Equity,NI US Equity,NKE US Equity,NKTR UW Equity,NLSN US Equity,NMK US Equity,NOC US Equity,NOV US Equity,NOVL UQ Equity,NOVL UW Equity,NRG US Equity,NRTLQ US Equity,NSC US Equity,NTAP UQ Equity,NTAP UW Equity,NTRS UQ Equity,NTRS UW Equity,NUE US Equity,NVDA UQ Equity,NVDA UW Equity,NVR US Equity,NWL US Equity,NWL UW Equity,NWS UW Equity,NWSA UW Equity,NXTL UQ Equity,NYT US Equity,O US Equity,OAT US Equity,OI US Equity,OK US Equity,OKE US Equity,OMC US Equity,OMX US Equity,ORCL US Equity,ORCL UQ Equity,ORCL UW Equity,ORLY UW Equity,ORX US Equity,OWENQ US Equity,OXY US Equity,PALM UQ Equity,PARA US Equity,PARA UA Equity,PAYX UQ Equity,PAYX UW Equity,PBCT UW Equity,PBG US Equity,PBI US Equity,PCAR UQ Equity,PCAR UW Equity,PCG US Equity,PCH US Equity,PCP US Equity,PDCO UQ Equity,PDCO UW Equity,PDG US Equity,PEG US Equity,PEP US Equity,PEP UW Equity,PETM UW Equity,PFE US Equity,PFG US Equity,PFG UW Equity,PG US Equity,PGL US Equity,PGR US Equity,PH US Equity,PHM US Equity,PKG US Equity,PLD US Equity,PM US Equity,PMCS UQ Equity,PMCS UW Equity,PNC US Equity,PNR US Equity,PNW US Equity,PPG US Equity,PPL US Equity,PPW US Equity,PRDCQ US Equity,PRGO US Equity,PRGO UW Equity,PRU US Equity,PSA US Equity,PSX US Equity,PTC UQ Equity,PTC UW Equity,PTV US Equity,PVH US Equity,PVN US Equity,PWR US Equity,PXD US Equity,PYPL UW Equity,QCOM UQ Equity,QCOM UW Equity,QEP US Equity,QLGC UQ Equity,Low High Yield OAS,NonFarm ManufacturingWeekly hours,30Y T-Yield,MSCI Low Size,Total New Housing Started (000s),NonFarm Payroll (000s),Personal Income exl. Transfer,BCOM,CBOE Total Put-Call Ratio,Fear-Greed,MSCI Value,MSCI Momentum,MSCI Low Vol,MSCI High Div Yield
6/30/2016,20.61,15.21,96.63,11.05,29.09,88.48,31.38,73.25,73.25,137.48,18.72,0.1,49.03,45.33,36.79,27.15,88.19,60,42.2,37.92,90.09,41.09,71.51,47.87,0.007,51.11,0.0265,46.017,83.44,112.39,31.7,46.53,46.53,78.75,29.49,248.17,38.77,39.7,,71.4,79.17,17.35,8.406,29.01,39.21,51.49,43.49,,37.75,74.42,33.61,88.06,106.4,85.39,66.46,66.46,30.94,31.29,31.29,6.83,120.34,25.38,186.65,93.71,45.51,45.51,51.91,14.82,86.77,65.14,44,11.64,35.4939,114.28,47.95,22.63,189.76,70.3,1.43,90.75,53.335,43.9375,145.4,192,146.413,60.78,26.785,68.96,38.68,38.68,26.18,37.96,54.9326,15.01,68.46,25.98,77.12,51.17,51.17,65.97,118.23,364.92,5.95,0.0422,21.8,13.76,13.76,31.75,19.96,48.3,2.39,12.01,12.01,35.69,35.69,43.24,43.24,0.0013,11.69,11.95,35.87,502.5,1787.75,12.7926,1.81,40.5,39.84,21.5567,8.24,32.6,39.12,28.07,9.148,44.18,29.9375,26.52,55.2,213.4489,51.97,18.55,222.28,33.65,6.1,6.1,14.99,0.0005,85.13,24.59,24.59,66.26,66.26,49.41,1.1752,1.1752,1780.34,48.57,,11.67,11.35,33.32,12.1,67.1669,102.2,18.01,38,47.45,81.49,15.26,40.93,31.25,31.25,18.073,10.375,0.97,75.56,5.69,54.44,33.5667,59.5,59.5,14.66,38.23,17.8,34.58,34.58,63.92,34.1,234.95,47.89,47.89,22.04,46.61,105.94,,82.98,33.3773,41.11,,84.67,47.38,33.5,108.05,19.49,66.93,49.04,101.72,11.65,11.65,81.39,39.143,81.06,104.15,37.75,20.125,0.0051,90.67,113.14,71.34,255.59,79.34,37.58,37.58,33.23,94.23,17.68,23.12,151.21,36.51,53.57,53.57,17.63,14.74,13.99,41.9,2.6479,8392.88, 111.6 ,144146,13272.8,88.8423,,62.90909091,378571.572,136947.6913,2886.62,2619.228126
7/29/2016,21.69,15.7,98.51,11.7,29.24,86.39,32.1,75.71,75.71,129.55,20.33,0.1,58.26,43.63,34.19,27.15,88.19,60,42.2,41.59,96.11,41.33,71.51,50.01,0.007,52.57,0.0265,46.7158,86.62,116.54,34.39,59.99,59.99,82.89,34.14,252.73,43.67,40.25,,71.4,82.28,20.2,8.977,31.44,37.01,50.6,50.65,,36.67,75.26,35.83,95.24,106.02,89.24,71.7,71.7,36.48,33.38,33.38,8.44,117.65,27.82,194.56,106.01,43.98,43.98,54.48,15.54,87.63,65.14,44,11.64,38.0871,123.94,47.95,23.98,208.94,70.3,1.43,89.2,51.125,43.9375,161.66,202.65,149.122,67.34,26.772,67.7,38.68,38.68,27,39.39,55.9338,13.64,65.75,28.73,86.04,56.68,56.68,69.38,114.56,411.21,7.19,0.0422,22.28,13.74,13.74,27.43,19.96,48.3,2.53,12.01,12.01,40.78,40.78,46.79,46.79,0.0013,12.82,14.2,35.72,450,1787.75,12.8542,1.81,40.5,42.6,23.5867,7.38,32.0725,44,28.07,9.125,43.3,29.9375,25.66,55.5,259.3487,53.86,18.55,216.63,32.35,6.1,6.1,13.84,0.0005,89.78,26.35,26.35,67.59,67.59,53.64,1.4275,1.4275,1705,52.46,,13.44,12.97,33.32,12.98,69.2102,102.2,18.79,38,44.79,82.29,15.26,41.04,31.25,31.25,19.375,10.375,0.97,74.73,5.69,52.22,33.5667,59.28,59.28,15.16,38.23,19.31,39.3133,39.3133,63.94,38.25,234.95,49.36,49.36,22.04,46.01,108.92,,82.98,34.9698,46.63,,85.59,47.38,32.51,114.19,21.18,74.69,54.49,100.26,11.65,11.65,82.65,42.8565,78.87,104.71,37.71,20.125,0.0051,91.39,113.14,75.29,238.92,76.06,39.73,39.73,33.23,101.06,17.68,25.6,162.57,37.24,62.58,62.58,18.2,15.52,13.31,41.7,2.2847,8388, 115.2 ,144520,13334.6,84.2809,,81.7,389641.8891,140586.3376,2928.15,2686.592326
8/31/2016,18.66,15.7,93.7,12.56,30.43,89.49,30.05,69.26,69.26,128.06,21.85,0.1,58.95,43.43,31.99,27.15,88.19,60,42.2,44.38,96.72,41.86,71.51,40.51,0.007,52.48,0.0265,47.2149,92.98,122.04,36.09,58.24,58.24,77.75,34.59,242.97,48.03,37.95,,71.4,76.56,19.48,9.332,27.8,36.88,49.63,50.21,,35.81,78.89,36.18,96.63,93.99,81.89,71.33,71.33,35.48,33.13,33.13,8.06,115.66,30.955,184.62,108.69,45.02,45.02,53.04,15.69,87.03,65.14,44,11.64,38.6753,126.12,47.95,23.89,212.78,70.3,1.43,85.07,50.98,43.9375,168.54,183.03,149.858,74.54,25.648,66.09,38.68,38.68,30.07,42.51,59.8719,15.02,67.63,32.06,90.12,57.46,57.46,76.99,118.33,403.07,8.09,0.0422,19.6,16.49,16.49,26.72,19.96,48.3,3.66,12.01,12.01,40.72,40.72,42.36,42.36,0.0013,14.04,14.38,34.48,497,1787.75,15.2003,1.81,40.5,35.89,23.7367,5.76,30.235,38.24,28.07,9.745,43.36,29.9375,23.94,57.64,267.7487,53.28,18.55,212.07,33.54,6.1,6.1,12.11,0.0005,93.9,34.59,34.59,70.59,70.59,48.51,1.5335,1.5335,1686.8,53.08,,14.43,14.06,33.32,12.94,63.6517,102.2,17.93,38,46.89,86.13,15.26,41.22,31.25,31.25,18.663,10.375,0.97,76.85,5.69,51.03,33.5667,60.67,60.67,16.25,38.23,18.76,39.8933,39.8933,61.94,37.87,234.95,46,46,22.04,42.76,106.75,,82.98,32.9886,49.07,,87.31,47.38,32.56,122.53,21.37,78.63,53.11,99.93,11.65,11.65,90.1,43.011,75.04,105.88,34.78,20.125,0.0051,90.99,113.14,79.38,223.94,78.45,42.67,42.67,33.23,107.76,17.68,25.73,179.05,37.15,63.07,63.07,19.1,16.07,12.77,41.9,2.1827,8770.82, 102.8 ,144662,13344.9,82.7727,,73.82608696,391592.1183,138470.3891,2869.17,2669.934153
9/30/2016,17.13,16.12,91.31,12.17,31.69,89.51,28.95,69.71,69.71,126.14,23.13,0.1,53.35,42.32,29.68,27.15,88.19,60,42.2,43.75,93.32,41.15,71.51,43.28,0.007,45.58,0.0265,42.2638,91.61,120.83,35.46,59.29,59.29,80.26,33.48,239.72,46.98,38.31,,71.4,72.21,18.83,9.471,27.43,38.89,46.38,57.54,,39.96,80.66,37.05,101.77,93.99,80.87,67.33,67.33,34.31,30.28,30.28,7.79,115.36,31.07,166.75,108.28,43.9,43.9,51.99,15.03,86.4,65.14,44,11.64,39.5931,128.27,47.95,26.03,200.34,70.3,1.43,79.01,49.96,43.9375,165.59,179.11,147.341,69.78,24.468,63.23,38.68,38.68,24.46,40.59,59.5096,15.81,67.25,32.06,83.94,57.6,57.6,76.28,116.1,419.83,8,0.0422,19.16,17.78,17.78,30.4,19.96,48.3,3.61,12.01,12.01,39.93,39.93,38.12,38.12,0.0013,22.89,14.47,35.74,608,1787.75,15.5247,1.81,40.5,37.7,22.5133,6.34,30.58,39.29,28.07,9.855,43.46,29.9375,24.11,52.65,257.6987,53.57,18.55,213.95,36.74,6.1,6.1,11.21,0.0005,97.06,35.82,35.82,67.99,67.99,49.45,1.713,1.713,1639.87,52.66,,14.22,13.98,33.32,11.95,64.8137,102.2,18.39,38,51.39,85,15.26,39.28,31.25,31.25,18.674,10.375,0.97,72.92,5.69,54.74,33.5667,57.87,57.87,15.82,38.23,18.16,39.1867,39.1867,61.17,38.89,234.95,45.94,45.94,22.04,41.87,108.77,,82.98,32.107,51.51,,89.75,47.38,31.5,125.53,20.04,81.26,53.54,97.22,11.65,11.65,90.09,43.1386,75.99,103.36,34.57,20.125,0.0051,92.33,113.14,81.65,223.14,80.55,44.31,44.31,33.23,110.5,17.68,27.99,185.65,40.97,68.5,68.5,19.53,16.07,12.28,42.1,2.232,8790.43, 95.0 ,144967,13385.3,85.342,,50.42857143,390832.2272,139087.7957,2848.31,2670.380768
10/31/2016,16.75,14.54,87.79,14.12,32.8,88.95,26.61,75.11,75.11,114.41,20.43,0.1,49.94,42.4,30.98,27.15,88.19,60,42.2,43.75,87.76,43.03,71.51,41.57,0.007,45.88,0.0265,41.615,89.21,117.06,32.28,60.06,60.06,73.84,28.72,246.38,49.09,38.05,,71.4,66.65,18.35,9.686,26.58,40.05,56.15,57.88,,39.69,79.55,36.49,107.02,92.75,70.78,68.7,68.7,30.88,31.53,31.53,7.7,112.57,30.275,127.17,100.52,44.94,44.94,45.35,15.42,82.02,65.14,44,11.64,41.8477,130.99,47.95,26.17,184.3,70.3,1.43,74.77,47.935,43.9375,150.76,185.38,138.203,59.26,24.057,66.12,38.68,38.68,23.53,43.59,55.991,13.18,63.39,33.57,80.19,59.92,59.92,72.58,122.73,404.08,8.16,0.0422,16.16,17.16,17.16,25.87,19.96,48.3,3.41,12.01,12.01,39.63,39.63,36.5,36.5,0.0013,22.3,12.78,34.47,595,1787.75,16.7103,1.81,40.5,38.87,21.3233,4.94,32,37.04,28.07,12.487,40.59,29.9375,23.26,50.18,185.9991,45.02,18.55,229,32.1,6.1,6.1,10.63,0.0005,93,33.94,33.94,72.42,72.42,48.85,1.779,1.779,1523,48.02,,12.4,12.12,33.32,10.9,57.3669,102.2,19.3,38,48.43,79.82,15.26,38.42,31.25,31.25,17.629,10.375,0.97,72.91,5.69,56.62,33.5667,55.2,55.2,16.24,38.23,17.84,36.6133,36.6133,62.12,38.4,234.95,42.71,42.71,22.04,42.08,107.2,,82.98,30.0595,54.6,,86.8,47.38,31.51,122.75,18.6,82.5,52.16,96.44,11.65,11.65,95.6,37.021,76.13,93.13,34.34,20.125,0.0051,83.19,113.14,84.79,213.72,81.15,47.44,47.44,33.23,106.98,17.68,28.75,179.02,41.66,68.72,68.72,16.07,16.07,11.35,42.2,2.3154,8813.21, 114.5 ,145066,13402.3,84.9011,,43.04761905,384997.9364,136315.9024,2767.18,2624.804895
11/30/2016,14.85,15.84,86.74,17.31,36.83,81.65,25.54,79.84,79.84,115.61,22.2,0.1,57.79,40.35,32.3,27.15,88.19,60,42.2,53.83,88.71,44.65,71.51,51.2,0.007,48.06,0.0265,42.4634,103.56,120.3,32.83,62.53,62.53,67.12,31.9,265.25,64.1,35.92,,71.4,70.55,19.34,10.602,23.52,46.61,55.07,62.67,33.48,40.49,90.32,42.2,102.2,91.63,67.89,78.78,78.78,31.65,31.57,31.57,10.39,119.27,33.09,143.81,100.5,41.24,41.24,55.55,20.64,73.01,65.14,44,11.64,49.0213,118.42,47.95,28.71,197.44,70.3,1.43,72.09,45.6,43.9375,165.77,219.45,143.588,52.7,22.375,63.93,38.68,38.68,28.4,47.02,58.3463,18.06,69.31,41.36,78.8,60.26,60.26,80.25,143.94,412.02,9.07,0.0422,23.84,19.53,19.53,33.91,19.96,48.3,3.41,12.01,12.01,39.27,39.27,36.61,36.61,0.0013,30.76,17.23,38.16,805,1787.75,21.7017,1.81,40.5,39.81,21.3633,6.22,28.5575,32.44,28.07,11.7,45.22,29.9375,21.94,50.07,184.2741,43.1,18.55,249.65,37.36,6.1,6.1,11.34,0.0005,106.46,36.56,36.56,82.15,82.15,62.19,2.305,2.305,1595,47.01,,11.95,11.56,33.32,13,53.687,102.2,18.37,38,54.93,86.94,15.26,40.19,31.25,31.25,18.3,10.375,0.97,71.36,5.69,60.72,33.5667,58.95,58.95,18.72,38.23,14.35,41.4333,41.4333,58.8,41.075,234.95,38.74,38.74,22.04,41.31,100.1,,82.98,30.4671,57.69,,82.46,47.38,33.3,138.93,18.86,84.76,50.9,88.28,11.65,11.65,110.54,38.5857,73.93,95.93,33.46,20.125,0.0051,86.34,113.14,100.6,209.3,83.08,48.71,48.71,33.23,105.94,17.68,33.72,191.04,39.28,68.13,68.13,19.66,16.07,11.67,42.2,2.5798,8579.4, 87.8 ,145183,13450.8,86.0015,,50.33333333,403399.0697,135434.8465,2782.66,2671.672119
12/30/2016,18.67,15.81,90.67,18.27,36.57,87.32,25.16,78.68,78.68,114.12,20.71,0.1,64.39,41.46,34.51,27.15,88.19,60,42.2,49.38,84.85,46.83,71.51,51.14,0.007,48.88,0.0265,42.8527,102.47,117.19,30.65,62.35,62.35,73.55,29.91,249.94,66.27,37.89,,71.4,71.12,18.93,10.573,23.78,49.84,56.36,53.41,37.85,40.49,85.78,35.81,103.25,97.92,70.84,82.68,82.68,31.62,27.55,27.55,10.7,121.72,32.075,140.45,94.27,44.33,44.33,59.15,22.17,71.23,65.14,44,11.64,48.0233,115.05,47.95,28.83,199.68,70.3,1.43,70.76,46.665,43.9375,146.92,221.53,149.298,49.82,22.17,67.62,38.68,38.68,29.33,50.35,56.1341,17.31,67.59,42.25,78.78,62.14,62.14,82.89,156.43,418.56,10.19,0.0422,23.92,21.92,21.92,31.13,19.96,48.3,3.41,12.01,12.01,38.57,38.57,38.15,38.15,0.0013,31.37,16.43,38.06,820,1787.75,20.6851,1.81,40.5,42.53,22.3733,5.92,29.865,34.07,28.07,12.38,40.5,29.9375,22.14,50.83,184.0491,41.95,18.55,232.58,37.44,6.1,6.1,12.26,0.0005,108.07,35.27,35.27,89.05,89.05,59.52,2.6685,2.6685,1669,44.65,,11.8,11.46,33.32,13.3,55.6625,102.2,17.41,38,57.41,85.11,15.26,38.45,31.25,31.25,18.561,10.375,0.97,71.23,5.69,63.62,33.5667,60.88,60.88,19.36,38.23,15.19,42.6,42.6,60.77,41.65,234.95,41.03,41.03,22.04,43.88,104.63,,82.98,30.7894,57.86,,84.08,47.38,35.5,140,18.38,84.82,52.79,91.49,11.65,11.65,116.96,37.6522,78.03,94.76,34.05,20.125,0.0051,83.23,113.14,104.06,223.5,86.41,46.27,46.27,33.23,90.24,17.68,34.85,180.07,39.47,65.2,65.2,18.41,16.07,10.13,42.3,3.0337,9018.87, 86.5 ,145408,13499.3,87.5144,,76.28571429,414532.5763,136857.3449,2847.29,2734.504772
1/31/2017,18.51,16.38,91.2,17.97,37.07,89.29,24.89,85.11,85.11,121.13,22.34,0.1,66.71,41.57,33.96,27.15,88.19,60,42.2,39.83,85.91,46.58,71.51,48.32,0.007,47.72,0.0265,44.5696,102.71,118.44,31.91,63.13,63.13,77.03,31.69,251.33,67.51,37.65,,71.4,73.08,19.13,11.486,25.86,52.31,59.46,52.58,37.36,40.49,93.27,29.54,106.33,94.95,68.69,84.6,84.6,32.95,26.21,26.21,10.2,122.57,33.675,139.15,103.67,44.28,44.28,61.3,24.3,76.02,65.14,44,11.64,48.4867,130.32,47.95,28.8,215.84,70.3,1.43,70.46,47.775,43.9375,187.25,229.6,146.163,48.73,21.3,71.18,38.68,38.68,31.37,48.05,59.1091,16.75,68.02,42.49,82.75,64.65,64.65,80.71,162.57,426.63,10.65,0.0422,27.32,24.11,24.11,28.91,19.96,48.3,3.41,12.01,12.01,44.48,44.48,38.05,38.05,0.0013,27.27,15.04,39.76,812.5,1787.75,16.8473,1.81,40.5,47,23.5133,6.75,30.93,36.28,28.07,14.071,40.08,29.9375,22.37,52.9,181.6491,40.91,18.55,229.08,37.81,6.1,6.1,16.54,0.0005,117.46,38.32,38.32,82.96,82.96,58.09,2.7295,2.7295,1858,47.33,,12.65,12.29,33.32,13.5,57.7446,102.2,18.9,38,55.11,85.65,15.26,40.11,31.25,31.25,17.485,10.375,0.97,67.77,5.69,64.49,33.5667,60.29,60.29,18.75,38.23,15.92,44.8733,44.8733,61.89,41.2,234.95,41.61,41.61,22.04,44.25,103.78,,82.98,30.0784,57.09,,87.6,47.38,37.44,147.13,21.51,92.18,48.85,96.13,11.65,11.65,120.46,39.3713,77.63,100.01,34.84,20.125,0.0051,76.15,113.14,105.11,215,81.62,52.57,52.57,33.23,93.81,17.68,35.89,180.23,39.78,53.43,53.43,17.44,16.07,9.2,41.7,3.0651,9103.62, 82.3 ,145628,13541.3,87.5922,,59.55,416373.2139,141364.4129,2883.88,2756.636239
2/28/2017,23.86,17.75,93.44,18.77,37.6,91.51,24.25,90.12,90.12,132.55,21.31,0.1,64.54,41.96,31.8,27.15,88.19,60,42.2,42.62,88.63,46.98,71.51,53.3,0.007,49.18,0.0265,48.7022,109.9,118.71,31.58,64.58,64.58,82.81,37.72,266.58,70.16,39.48,,71.4,74.37,23.58,11.854,24.26,57.8,57.25,52.95,39.19,40.49,91.24,33.22,110.46,102.73,67.38,86.99,86.99,33.78,25.73,25.73,10.32,127.65,36.26,150.13,111.37,43.92,43.92,62.7,22.08,80.91,65.14,44,11.64,46.7311,135.54,47.95,26.29,226.36,70.3,1.43,87.79,49.21,43.9375,195.23,215.95,155.803,52.42,20.72,74.92,38.68,38.68,31.19,49.6,62.8088,16,73.48,45.67,94.59,63.98,63.98,78.97,166.97,476.22,10.65,0.0422,24.32,23.44,23.44,28.29,19.96,48.3,3.41,12.01,12.01,44.3,44.3,41.85,41.85,0.0013,27.03,15.41,36.41,732,1787.75,14.7343,1.81,40.5,50.7,23.7033,6.68,32.75,34.24,28.07,14.213,36.46,29.9375,23.91,57.16,196.199,44.36,18.55,247.09,40.42,6.1,6.1,16.56,0.0005,121.03,41.83,41.83,87.35,87.35,62.57,2.537,2.537,1934.97,49.03,,13.2,12.82,33.32,14.4,59.3424,102.2,19.8,38,54.05,85.1,15.26,42.59,31.25,31.25,18.114,10.375,0.97,65.55,5.69,65.92,33.5667,61.42,61.42,19.2,38.23,13.64,44.54,44.54,66.75,44.25,234.95,45.45,45.45,22.04,45.98,110.38,,82.98,32.344,62.54,,91.07,47.38,39.18,154.84,22.05,92.43,51.05,109.35,11.65,11.65,127.23,38.9886,82.19,102.43,36.88,20.125,0.0051,74.77,113.14,110.54,227.46,78.19,53.89,53.89,33.23,91.6,17.68,37.32,185.97,42,56.48,56.48,13.76,16.07,8.42,41.6,3.0612,9330.36, 87.8 ,145848,13589.2,87.7388,,68.68421053,431342.3163,146546.4962,3013.49,2877.989525
3/31/2017,23.23,19.88,97.92,17.78,36.14,90.81,22.09,95.07,95.07,131.63,21.74,0.1,59.22,42.44,29.49,27.15,88.19,60,42.2,39.81,85.76,46.77,71.51,51.14,0.007,50.32,0.0265,51.0979,111.27,118.6,29.27,65,65,84.11,36.11,267.6,65.45,39.61,,71.4,82.21,24.82,12.836,23.57,53.76,57.22,57.07,42.06,40.49,91.19,29.64,112.47,101.74,64.4,94.18,94.18,33.99,25.61,25.61,8.47,129.61,36.89,148.26,112.04,43.08,43.08,64.6,20.25,80.56,65.14,44,11.64,47.0698,142.05,47.95,27.4,229.49,70.3,1.43,89.08,48.775,43.9375,187.49,218.25,159.966,44.57,23.085,71.42,38.68,38.68,29.18,50.54,60.587,15.8,73.89,42.84,97.19,65.86,65.86,86.22,154.73,478.91,10.13,0.0422,22.8,28.9,28.9,28.59,19.96,48.3,3.41,12.01,12.01,44.96,44.96,38.99,38.99,0.0013,24.62,14.76,34.34,653.5,1787.75,15.945,1.81,40.5,50.73,23.15,6.19,32.0925,32.96,28.07,14.781,36.91,29.9375,23.79,55.73,352.0482,41.31,18.55,237.84,40.09,6.1,6.1,18.7,0.0005,111.97,41.85,41.85,86.58,86.58,59.72,2.7233,2.7233,2106.88,47.17,,13.5,13,33.32,14.4,57.6477,102.2,20.38,38,55.44,86.21,15.26,44.61,31.25,31.25,17.989,10.375,0.97,63.36,5.69,69.36,33.5667,58.9,58.9,18.2,38.23,13.11,44.8,44.8,66.36,45.7,234.95,45.23,45.23,22.04,44.35,111.86,,82.98,32.4293,63.11,,89.85,47.38,39.18,160.32,23.55,91.62,51.88,112.9,11.65,11.65,120.24,42.1582,83.38,105.08,37.39,20.125,0.0051,66.39,113.14,106.68,218.91,79.22,52.55,52.55,33.23,103.47,17.68,37.11,186.23,43.02,57.34,57.34,12.71,16.07,8.31,41.6,2.9952,9630.47, 97.1 ,145969,13642.8,85.3508,,52.13043478,428067.9524,149639.0118,3014.95,2879.95944
4/28/2017,17.4,20.6,91.65,18.24,37.43,90.39,20.29,98.22,98.22,129.75,20.63,0.1,58.5,43.15,29.65,27.15,88.19,60,42.2,39.03,90.07,46.62,71.51,52.66,0.007,52.54,0.0265,50.4091,111.89,124.98,31.24,65,65,82.06,37.38,269.45,65.93,39.32,,71.4,84.88,25.74,14.485,25.67,56.22,60.76,58.99,41.75,40.49,84.76,29.22,116.32,99.21,62.43,94.42,94.42,37.02,22.42,22.42,8.4,139.93,37.79,138.29,118.32,45.03,45.03,58.55,19.62,83.09,65.14,44,11.64,46.1697,150.25,47.95,30.71,234.79,70.3,1.43,88.72,49.95,43.9375,192.52,220.19,163.729,46.92,22.69,71.78,38.68,38.68,26.93,50.94,59.4333,14.87,74.13,43.37,100.32,68.46,68.46,85.97,155.41,513.42,10.54,0.0422,23.88,27.67,27.67,26.18,19.96,48.3,3.41,12.01,12.01,44.15,44.15,37.35,37.35,0.0013,26.91,15.2,32.33,517,1787.75,19.3373,1.81,40.5,53.93,22.9567,4.8,33.39,33.81,28.07,15.22,34.62,29.9375,24.25,55.41,284.5486,41.13,18.55,245.96,34.97,6.1,6.1,16.9,0.0005,117.49,39.85,39.85,90,90,61.33,2.6075,2.6075,2111.25,47.74,,13,12.72,33.32,14.45,56.505,102.2,21.82,38,52.61,82.12,15.26,44.96,31.25,31.25,16.543,10.375,0.97,61.54,5.69,66.56,33.5667,59.28,59.28,17.47,38.23,13.29,44.4867,44.4867,67.05,45.05,234.95,44.49,44.49,22.04,44.05,113.28,,82.98,32.1544,65.13,,87.33,47.38,39.72,160.8,22.67,98.78,54.41,110.84,11.65,11.65,119.75,43.3199,85.09,109.84,38.11,20.125,0.0051,73.94,113.14,107.03,209.38,79.56,54.05,54.05,33.23,101.03,17.68,35.44,172.99,47.72,53.74,53.74,11.81,16.07,8.57,41.3,3.0094,9618.22, 105.2 ,146174,13682.6,84.0128,,38.15789474,427387.7592,153395.3389,3057.44,2880.914025
